placement,augments,traits,champions
1,"['Large Forge', 'Jeweled Lotus I']","[('Ionia', '6'), ('Technogenius', '1'), ('Wanderer', '1'), ('Challenger', '4'), ('Invoker', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ryze: Targon', '1'), ('Heimerdinger', '2'), ('Ahri', '2')]"
5,"[""Pandora's Bench"", 'Slayer Crown']","[('Slayer', '5'), ('Darkin', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2'), ('Strategist', '2')]","[('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '1'), ('Teemo', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Aatrox', '2')]"
6,"['Freljord Heart', 'Medium Forge', 'Titanic Strength']","[('Freljord', '4'), ('Bruiser', '6')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Ashe', '2'), ('Vi', '2'), ('Lissandra', '1'), (""Rek'Sai"", '2'), ('Sejuani', '2'), ('Sion', '1')]"
2,"['Idealism', 'You Have My Sword']","[('Freljord', '4'), ('Shurima', '5'), ('Bruiser', '3'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Renekton', '1'), ('Cassiopeia', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Sejuani', '1'), ('Nasus', '2'), (""K'Sante"", '1'), ('Sion', '1')]"
7,"['Silver Ticket', 'Healing Orbs II']","[('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '2'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
1,"[""Shurima's Legacy"", 'Small Forge', 'Job Well Done']","[('Freljord', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Cassiopeia', '2'), ('Ashe', '2'), ('Lissandra', '3'), ('Akshan', '3'), ('Nasus', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Sion', '1'), ('Sion', '1')]"
2,"['Large Forge', 'Cybernetic Leech II']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
6,"['Medium Forge', 'Long Distance Pals II']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Nasus', '1'), ('Jarvan IV', '1'), ('Lux', '2'), ('Azir', '2')]"
1,"['Golden Ticket', 'Large Forge', 'Jeweled Lotus III']","[('Freljord', '3'), ('Darkin', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Cassiopeia', '2'), ('Ashe', '2'), ('Akshan', '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Sejuani', '2'), ('Nasus', '3'), ('Sion', '1'), ('Aatrox', '1')]"
5,"['Unburdened II', 'Large Forge', 'Magic Wand']","[('Invoker', '6'), ('Ionia', '3'), ('Bastion', '2'), ('Sorcerer', '2'), ('Targon', '2')]","[('Soraka', '2'), ('Galio', '2'), ('Taric', '1'), ('Lissandra', '2'), ('Karma', '3'), ('Shen', '2'), ('Ahri', '1')]"
1,"['Large Forge', 'Jeweled Lotus I']","[('Ionia', '6'), ('Technogenius', '1'), ('Wanderer', '1'), ('Challenger', '4'), ('Invoker', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ryze: Targon', '1'), ('Heimerdinger', '2'), ('Ahri', '2')]"
5,"[""Pandora's Bench"", 'Slayer Crown']","[('Slayer', '5'), ('Darkin', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2'), ('Strategist', '2')]","[('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Kled', '1'), ('Teemo', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Aatrox', '2')]"
6,"['Freljord Heart', 'Medium Forge', 'Titanic Strength']","[('Freljord', '4'), ('Bruiser', '6')]","[(""Cho'Gath"", '2'), ('Renekton', '2'), ('Ashe', '2'), ('Vi', '2'), ('Lissandra', '1'), (""Rek'Sai"", '2'), ('Sejuani', '2'), ('Sion', '1')]"
2,"['Idealism', 'You Have My Sword']","[('Freljord', '4'), ('Shurima', '5'), ('Bruiser', '3'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Renekton', '1'), ('Cassiopeia', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Sejuani', '1'), ('Nasus', '2'), (""K'Sante"", '1'), ('Sion', '1')]"
7,"['Silver Ticket', 'Healing Orbs II']","[('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '2'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '1'), ('Heimerdinger', '1')]"
1,"[""Shurima's Legacy"", 'Small Forge', 'Job Well Done']","[('Freljord', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Cassiopeia', '2'), ('Ashe', '2'), ('Lissandra', '3'), ('Akshan', '3'), ('Nasus', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), ('Sion', '1'), ('Sion', '1')]"
2,"['Large Forge', 'Cybernetic Leech II']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Teemo', '1'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
6,"['Medium Forge', 'Long Distance Pals II']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Nasus', '1'), ('Jarvan IV', '1'), ('Lux', '2'), ('Azir', '2')]"
1,"['Golden Ticket', 'Large Forge', 'Jeweled Lotus III']","[('Freljord', '3'), ('Darkin', '1'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Cassiopeia', '2'), ('Ashe', '2'), ('Akshan', '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Sejuani', '2'), ('Nasus', '3'), ('Sion', '1'), ('Aatrox', '1')]"
5,"['Unburdened II', 'Large Forge', 'Magic Wand']","[('Invoker', '6'), ('Ionia', '3'), ('Bastion', '2'), ('Sorcerer', '2'), ('Targon', '2')]","[('Soraka', '2'), ('Galio', '2'), ('Taric', '1'), ('Lissandra', '2'), ('Karma', '3'), ('Shen', '2'), ('Ahri', '1')]"
7,"['Army Building', 'Harmacist II']","[('Noxus', '6'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Viego', '1'), ('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '3')]"
5,"['Branching Out', ""Pandora's Items"", 'Social Distancing II']","[('Darkin', '1'), ('Juggernaut', '4'), ('Slayer', '3'), ('Ionia', '3'), ('Rogue', '2')]","[('Jhin', '1'), ('Warwick', '1'), ('Zed', '2'), ('Sett', '3'), ('Katarina', '2'), ('Aatrox', '1')]"
5,"[""Sentinel's Spirit"", 'Unified Resistance II', 'Ionia Crest']","[('Ionia', '9'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Zed', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
6,"['Tiniest Titan', 'Social Distancing I', 'Think Fast']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3')]","[('ApexTurret', 0), ('Samira', '1'), ('Irelia', '2'), ('Warwick', '2'), ('Yasuo', '1'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), ('Senna', '2')]"
4,"['On a Roll', 'Medium Forge', 'Masterful Job']","[('Slayer', '5'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Garen', '1'), ('Gwen', '2'), ('Heimerdinger', '1')]"
2,"['Idealism', 'Long Distance Pals II', 'Tons of Stats!']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kayle', '1'), ('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Darius', '2'), ('Katarina', '3'), ('Gwen', '1')]"
5,"['Vampiric Blades', 'Slayer Crest', ""Slayer's Resolve""]","[('Slayer', '5'), ('Ionia', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kayle', '1'), ('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Katarina', '2'), ('Shen', '1'), ('Gwen', '1')]"
4,"['Social Distancing II', 'Gifts from the Fallen']","[('Freljord', '3'), ('Technogenius', '1'), ('Deadeye', '3'), ('Invoker', '2')]","[('ApexTurret', 0), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Shen', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Heimerdinger', '1')]"
1,"['Trade Sector', 'Medium Forge', 'Petricite Shackles']","[('Slayer', '6'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '2'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
6,"['Army Building', 'Sorcerer Crown']","[('Strategist', '5'), ('Multicaster', '4'), ('Sorcerer', '4'), ('Demacia', '3')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Sona', '3'), ('Azir', '1'), ('Jarvan IV', '1'), ('Lux', '2')]"
7,"['Army Building', 'Harmacist II']","[('Noxus', '6'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Viego', '1'), ('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '3')]"
5,"['Branching Out', ""Pandora's Items"", 'Social Distancing II']","[('Darkin', '1'), ('Juggernaut', '4'), ('Slayer', '3'), ('Ionia', '3'), ('Rogue', '2')]","[('Jhin', '1'), ('Warwick', '1'), ('Zed', '2'), ('Sett', '3'), ('Katarina', '2'), ('Aatrox', '1')]"
5,"[""Sentinel's Spirit"", 'Unified Resistance II', 'Ionia Crest']","[('Ionia', '9'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Jhin', '2'), ('Irelia', '2'), ('Zed', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
6,"['Tiniest Titan', 'Social Distancing I', 'Think Fast']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3')]","[('ApexTurret', 0), ('Samira', '1'), ('Irelia', '2'), ('Warwick', '2'), ('Yasuo', '1'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), ('Senna', '2')]"
4,"['On a Roll', 'Medium Forge', 'Masterful Job']","[('Slayer', '5'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Garen', '1'), ('Gwen', '2'), ('Heimerdinger', '1')]"
2,"['Idealism', 'Long Distance Pals II', 'Tons of Stats!']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kayle', '1'), ('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Darius', '2'), ('Katarina', '3'), ('Gwen', '1')]"
5,"['Vampiric Blades', 'Slayer Crest', ""Slayer's Resolve""]","[('Slayer', '5'), ('Ionia', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kayle', '1'), ('Kled', '2'), ('Zed', '3'), ('Sett', '3'), ('Katarina', '2'), ('Shen', '1'), ('Gwen', '1')]"
4,"['Social Distancing II', 'Gifts from the Fallen']","[('Freljord', '3'), ('Technogenius', '1'), ('Deadeye', '3'), ('Invoker', '2')]","[('ApexTurret', 0), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Shen', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Heimerdinger', '1')]"
1,"['Trade Sector', 'Medium Forge', 'Petricite Shackles']","[('Slayer', '6'), ('Darkin', '1'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '2'), ('Kled', '2'), ('Jarvan IV', '1'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
6,"['Army Building', 'Sorcerer Crown']","[('Strategist', '5'), ('Multicaster', '4'), ('Sorcerer', '4'), ('Demacia', '3')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Sona', '3'), ('Azir', '1'), ('Jarvan IV', '1'), ('Lux', '2')]"
1,"['Silver Ticket', 'Medium Forge', 'Job Well Done']","[('Redeemer', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Shadow Isles', '3'), ('Yordle', '3'), ('Bastion', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Gwen', '2'), ('Gwen', '2'), ('Senna', '1'), ('Heimerdinger', '2')]"
3,"['Tons of Stats!', 'Contagion']","[('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Sorcerer', '3')]","[('Taliyah', '2'), ('Teemo', '2'), ('Swain', '3'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Jarvan IV', '1'), ('Lux', '2')]"
2,"['Riftwalk', 'Medium Forge', 'Targon Heart']","[('Bastion', '6'), ('Targon', '3'), ('Redeemer', '1'), ('Wanderer', '1'), ('Invoker', '3'), ('Shadow Isles', '2')]","[('Maokai', '2'), ('Poppy', '2'), ('Kassadin', '3'), ('Soraka', '3'), ('Taric', '2'), ('Shen', '2'), ('Ryze: Ionia', '1'), ('Senna', '1'), (""K'Sante"", '2')]"
1,"['Long Distance Pals II', 'Unified Resistance II', 'Masterful Job']","[('Wanderer', '1'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Bastion', '2'), ('Invoker', '2')]","[('Teemo', '1'), ('Taric', '2'), ('Garen', '2'), ('Lux', '2'), ('Shen', '2'), ('Jarvan IV', '2'), ('Ryze: Ionia', '1'), ('Ahri', '1')]"
2,"['Medium Forge', 'Library Card']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), (""Vel'Koz"", '3'), ('Jarvan IV', '1'), ('Lux', '2'), ('Ahri', '1')]"
2,"['Tons of Stats!', 'Know Your Enemy']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Jarvan IV', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,"['Inconsistency', 'Cybernetic Leech I', 'Cybernetic Leech II']","[('Noxus', '6'), ('Technogenius', '1'), ('Rogue', '2')]","[('ApexTurret', 0), ('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Ekko', '2'), ('Katarina', '3'), ('Darius', '3'), ('Heimerdinger', '1')]"
1,"['All That Shimmers', 'Strategist Heart', 'Long Distance Pals II']","[('Strategist', '5'), ('Technogenius', '1'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
7,"['Large Forge', ""Job's Done""]","[('Gunner', '4'), ('Piltover', '3'), ('Redeemer', '1'), ('Zaun', '4'), ('Bruiser', '2')]","[('T-Hex', 0), ('Vi', '2'), ('Jinx', '2'), ('Ekko', '2'), ('Ekko', '2'), ('Jayce', '2'), ('Zeri', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Senna', '1')]"
8,"['Sorcerer Crest', 'Radiant Relics', 'Sorcerer Heart']","[('Sorcerer', '8'), ('Void', '3'), ('Multicaster', '2')]","[('Malzahar', '1'), ('Swain', '2'), (""Vel'Koz"", '1'), ('Sona', '2'), ('Taric', '2'), ('Lux', '1'), (""Kai'Sa"", '2')]"
1,"['Silver Ticket', 'Medium Forge', 'Job Well Done']","[('Redeemer', '1'), ('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Shadow Isles', '3'), ('Yordle', '3'), ('Bastion', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Gwen', '2'), ('Gwen', '2'), ('Senna', '1'), ('Heimerdinger', '2')]"
3,"['Tons of Stats!', 'Contagion']","[('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Sorcerer', '3')]","[('Taliyah', '2'), ('Teemo', '2'), ('Swain', '3'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Jarvan IV', '1'), ('Lux', '2')]"
2,"['Riftwalk', 'Medium Forge', 'Targon Heart']","[('Bastion', '6'), ('Targon', '3'), ('Redeemer', '1'), ('Wanderer', '1'), ('Invoker', '3'), ('Shadow Isles', '2')]","[('Maokai', '2'), ('Poppy', '2'), ('Kassadin', '3'), ('Soraka', '3'), ('Taric', '2'), ('Shen', '2'), ('Ryze: Ionia', '1'), ('Senna', '1'), (""K'Sante"", '2')]"
1,"['Long Distance Pals II', 'Unified Resistance II', 'Masterful Job']","[('Wanderer', '1'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Bastion', '2'), ('Invoker', '2')]","[('Teemo', '1'), ('Taric', '2'), ('Garen', '2'), ('Lux', '2'), ('Shen', '2'), ('Jarvan IV', '2'), ('Ryze: Ionia', '1'), ('Ahri', '1')]"
2,"['Medium Forge', 'Library Card']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sona', '2'), (""Vel'Koz"", '3'), ('Jarvan IV', '1'), ('Lux', '2'), ('Ahri', '1')]"
2,"['Tons of Stats!', 'Know Your Enemy']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Jarvan IV', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,"['Inconsistency', 'Cybernetic Leech I', 'Cybernetic Leech II']","[('Noxus', '6'), ('Technogenius', '1'), ('Rogue', '2')]","[('ApexTurret', 0), ('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Ekko', '2'), ('Katarina', '3'), ('Darius', '3'), ('Heimerdinger', '1')]"
1,"['All That Shimmers', 'Strategist Heart', 'Long Distance Pals II']","[('Strategist', '5'), ('Technogenius', '1'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('ApexTurret', 0), ('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '2'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
7,"['Large Forge', ""Job's Done""]","[('Gunner', '4'), ('Piltover', '3'), ('Redeemer', '1'), ('Zaun', '4'), ('Bruiser', '2')]","[('T-Hex', 0), ('Vi', '2'), ('Jinx', '2'), ('Ekko', '2'), ('Ekko', '2'), ('Jayce', '2'), ('Zeri', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Senna', '1')]"
8,"['Sorcerer Crest', 'Radiant Relics', 'Sorcerer Heart']","[('Sorcerer', '8'), ('Void', '3'), ('Multicaster', '2')]","[('Malzahar', '1'), ('Swain', '2'), (""Vel'Koz"", '1'), ('Sona', '2'), ('Taric', '2'), ('Lux', '1'), (""Kai'Sa"", '2')]"
1,"['Medium Forge', 'Job Well Done']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Sona', '2'), ('Garen', '2'), (""Vel'Koz"", '3'), ('Azir', '2'), ('Jarvan IV', '2')]"
2,"['Small Forge', 'Tons of Stats!']","[('Freljord', '3'), ('Shurima', '5'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Taliyah', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Sejuani', '2')]"
8,"['All That Shimmers', 'Social Distancing II', 'Job Well Done']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Jarvan IV', '2'), (""Kai'Sa"", '2')]"
7,"['Small Forge', 'Mana Burn']","[('Gunner', '4'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2'), ('Slayer', '2'), ('Zaun', '2')]","[('Maokai', '3'), ('Poppy', '3'), ('Tristana', '3'), ('Kled', '1'), ('Jinx', '1'), ('Jayce', '1'), ('Zeri', '1'), ('Gwen', '1')]"
8,"['Long Distance Pals II', 'Small Forge', 'Perfected Repetition']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Demacia', '3'), ('Strategist', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), ('Sona', '2'), ('Taric', '2'), ('Garen', '2'), (""Vel'Koz"", '3'), ('Lux', '2')]"
3,"['Transfusion II', 'Medium Forge', 'Cybernetic Leech II']","[('Gunner', '4'), ('Freljord', '3'), ('Piltover', '3'), ('Zaun', '3'), ('Bruiser', '2')]","[('T-Hex', 0), ('Tristana', '2'), ('Ashe', '2'), ('Vi', '3'), ('Jinx', '3'), ('Ekko', '2'), ('Jayce', '2'), ('Lissandra', '3'), ('Zeri', '1'), ('Sejuani', '2')]"
7,"['Know Your Enemy', 'Radiant Relics', 'Mana Burn']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Garen', '1'), ('Nasus', '1'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
6,"['Inconsistency', 'Portable Forge', 'Gifts from the Fallen']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Shen', '2'), ('Sejuani', '2')]"
2,"['Social Distancing I', 'Sorcerer Heart', 'Medium-End Shopping']","[('Sorcerer', '6'), ('Demacia', '3'), ('Void', '3'), ('Bruiser', '2'), ('Strategist', '2')]","[('Malzahar', '2'), (""Cho'Gath"", '2'), ('Galio', '1'), ('Swain', '2'), (""Vel'Koz"", '2'), ('Lux', '2'), ('Jarvan IV', '2'), ('Sion', '2'), ('Ahri', '2')]"
2,"['Unified Resistance II', 'Golden Ticket', 'Jeweled Lotus I']","[('Challenger', '6'), ('Technogenius', '1'), ('Ionia', '3')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Yasuo', '3'), ('Heimerdinger', '1')]"
1,"['Medium Forge', 'Job Well Done']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Sona', '2'), ('Garen', '2'), (""Vel'Koz"", '3'), ('Azir', '2'), ('Jarvan IV', '2')]"
2,"['Small Forge', 'Tons of Stats!']","[('Freljord', '3'), ('Shurima', '5'), ('Bruiser', '2'), ('Deadeye', '2'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Taliyah', '2'), ('Lissandra', '2'), ('Akshan', '3'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Sejuani', '2')]"
8,"['All That Shimmers', 'Social Distancing II', 'Job Well Done']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), ('Jarvan IV', '2'), (""Kai'Sa"", '2')]"
7,"['Small Forge', 'Mana Burn']","[('Gunner', '4'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2'), ('Slayer', '2'), ('Zaun', '2')]","[('Maokai', '3'), ('Poppy', '3'), ('Tristana', '3'), ('Kled', '1'), ('Jinx', '1'), ('Jayce', '1'), ('Zeri', '1'), ('Gwen', '1')]"
8,"['Long Distance Pals II', 'Small Forge', 'Perfected Repetition']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Demacia', '3'), ('Strategist', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), ('Sona', '2'), ('Taric', '2'), ('Garen', '2'), (""Vel'Koz"", '3'), ('Lux', '2')]"
